community,focus_num,price,url,area,title,city,model,average_price
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
保利春天里,20,300万,https://gz.lianjia.com/ershoufang/GZ0004048376.html,92平米,保利春天里 证过五年 带装修,白云区,3室2厅,32609
,,,,,,,,
祈福新村海晴居,16,190万,https://gz.lianjia.com/ershoufang/GZ0004150262.html,60.2平米,祈福新村 海晴居 位置好 楼龄好,番禺区,2室2厅,31562
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
燕岭大厦宿舍,31,220万,https://gz.lianjia.com/ershoufang/GZ0004167980.html,68.28平米,天河区 燕塘地铁口 粤垦 舒适三房,天河区,3室2厅,32221
,,,,,,,,
金田花苑,73,580万,https://gz.lianjia.com/ershoufang/GZ0002649411.html,126.63平米,金田花苑 3室2厅 580万,天河区,3室2厅,45803
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
金碧领秀国际,6,300万,https://gz.lianjia.com/ershoufang/GZ0004075143.html,80.45平米,金碧领秀 实用两房 高层视野好,黄埔区,2室2厅,37291
,,,,,,,,
龙光峰景华庭,74,260万,https://gz.lianjia.com/ershoufang/GZ0003175963.html,91.8平米,龙光峰景华庭 南向三房  望小区花园,黄埔区,3室2厅,28323
,,,,,,,,
广园云苑新村,64,153万,https://gz.lianjia.com/ershoufang/GZ0004051759.html,52.24平米,云苑新村 两房一厅 户型方正 居家适宜,白云区,2室1厅,29288
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
万科柏悦湾,16,431.2万,https://gz.lianjia.com/ershoufang/GZ0003805115.html,95.69平米,万科柏悦湾 精致三房 南向采光,荔湾区,3室2厅,45063
,,,,,,,,
草芳苑,16,180万,https://gz.lianjia.com/ershoufang/GZ0004215971.html,54.1平米,实用温馨单位 配套完善。,海珠区,2室1厅,33272
,,,,,,,,
琴海居,44,640万,https://gz.lianjia.com/ershoufang/GZ0003236418.html,106.89平米,琴海居 复式 北向望江 双阳台 户型方正,海珠区,3室2厅,59875
,,,,,,,,
新康花园康乐苑,102,168万,https://gz.lianjia.com/ershoufang/GZ0003910171.html,91.5平米,新康花园康乐苑 精装两房 南北对流,增城区,2室2厅,18361
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
保利春天里,20,300万,https://gz.lianjia.com/ershoufang/GZ0004048376.html,92平米,保利春天里 证过五年 带装修,白云区,3室2厅,32609
,,,,,,,,
祈福新村海晴居,16,190万,https://gz.lianjia.com/ershoufang/GZ0004150262.html,60.2平米,祈福新村 海晴居 位置好 楼龄好,番禺区,2室2厅,31562
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
燕岭大厦宿舍,31,220万,https://gz.lianjia.com/ershoufang/GZ0004167980.html,68.28平米,天河区 燕塘地铁口 粤垦 舒适三房,天河区,3室2厅,32221
,,,,,,,,
金田花苑,73,580万,https://gz.lianjia.com/ershoufang/GZ0002649411.html,126.63平米,金田花苑 3室2厅 580万,天河区,3室2厅,45803
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
金碧领秀国际,6,300万,https://gz.lianjia.com/ershoufang/GZ0004075143.html,80.45平米,金碧领秀 实用两房 高层视野好,黄埔区,2室2厅,37291
,,,,,,,,
龙光峰景华庭,74,260万,https://gz.lianjia.com/ershoufang/GZ0003175963.html,91.8平米,龙光峰景华庭 南向三房  望小区花园,黄埔区,3室2厅,28323
,,,,,,,,
广园云苑新村,64,153万,https://gz.lianjia.com/ershoufang/GZ0004051759.html,52.24平米,云苑新村 两房一厅 户型方正 居家适宜,白云区,2室1厅,29288
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
万科柏悦湾,16,431.2万,https://gz.lianjia.com/ershoufang/GZ0003805115.html,95.69平米,万科柏悦湾 精致三房 南向采光,荔湾区,3室2厅,45063
,,,,,,,,
草芳苑,16,180万,https://gz.lianjia.com/ershoufang/GZ0004215971.html,54.1平米,实用温馨单位 配套完善。,海珠区,2室1厅,33272
,,,,,,,,
琴海居,44,640万,https://gz.lianjia.com/ershoufang/GZ0003236418.html,106.89平米,琴海居 复式 北向望江 双阳台 户型方正,海珠区,3室2厅,59875
,,,,,,,,
新康花园康乐苑,102,168万,https://gz.lianjia.com/ershoufang/GZ0003910171.html,91.5平米,新康花园康乐苑 精装两房 南北对流,增城区,2室2厅,18361
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
保利春天里,20,300万,https://gz.lianjia.com/ershoufang/GZ0004048376.html,92平米,保利春天里 证过五年 带装修,白云区,3室2厅,32609
,,,,,,,,
祈福新村海晴居,16,190万,https://gz.lianjia.com/ershoufang/GZ0004150262.html,60.2平米,祈福新村 海晴居 位置好 楼龄好,番禺区,2室2厅,31562
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
燕岭大厦宿舍,31,220万,https://gz.lianjia.com/ershoufang/GZ0004167980.html,68.28平米,天河区 燕塘地铁口 粤垦 舒适三房,天河区,3室2厅,32221
,,,,,,,,
金田花苑,73,580万,https://gz.lianjia.com/ershoufang/GZ0002649411.html,126.63平米,金田花苑 3室2厅 580万,天河区,3室2厅,45803
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
金碧领秀国际,6,300万,https://gz.lianjia.com/ershoufang/GZ0004075143.html,80.45平米,金碧领秀 实用两房 高层视野好,黄埔区,2室2厅,37291
,,,,,,,,
龙光峰景华庭,74,260万,https://gz.lianjia.com/ershoufang/GZ0003175963.html,91.8平米,龙光峰景华庭 南向三房  望小区花园,黄埔区,3室2厅,28323
,,,,,,,,
广园云苑新村,64,153万,https://gz.lianjia.com/ershoufang/GZ0004051759.html,52.24平米,云苑新村 两房一厅 户型方正 居家适宜,白云区,2室1厅,29288
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
万科柏悦湾,16,431.2万,https://gz.lianjia.com/ershoufang/GZ0003805115.html,95.69平米,万科柏悦湾 精致三房 南向采光,荔湾区,3室2厅,45063
,,,,,,,,
草芳苑,16,180万,https://gz.lianjia.com/ershoufang/GZ0004215971.html,54.1平米,实用温馨单位 配套完善。,海珠区,2室1厅,33272
,,,,,,,,
琴海居,44,640万,https://gz.lianjia.com/ershoufang/GZ0003236418.html,106.89平米,琴海居 复式 北向望江 双阳台 户型方正,海珠区,3室2厅,59875
,,,,,,,,
新康花园康乐苑,102,168万,https://gz.lianjia.com/ershoufang/GZ0003910171.html,91.5平米,新康花园康乐苑 精装两房 南北对流,增城区,2室2厅,18361
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
保利春天里,20,300万,https://gz.lianjia.com/ershoufang/GZ0004048376.html,92平米,保利春天里 证过五年 带装修,白云区,3室2厅,32609
,,,,,,,,
祈福新村海晴居,16,190万,https://gz.lianjia.com/ershoufang/GZ0004150262.html,60.2平米,祈福新村 海晴居 位置好 楼龄好,番禺区,2室2厅,31562
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
燕岭大厦宿舍,31,220万,https://gz.lianjia.com/ershoufang/GZ0004167980.html,68.28平米,天河区 燕塘地铁口 粤垦 舒适三房,天河区,3室2厅,32221
,,,,,,,,
金田花苑,73,580万,https://gz.lianjia.com/ershoufang/GZ0002649411.html,126.63平米,金田花苑 3室2厅 580万,天河区,3室2厅,45803
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
金碧领秀国际,6,300万,https://gz.lianjia.com/ershoufang/GZ0004075143.html,80.45平米,金碧领秀 实用两房 高层视野好,黄埔区,2室2厅,37291
,,,,,,,,
龙光峰景华庭,74,260万,https://gz.lianjia.com/ershoufang/GZ0003175963.html,91.8平米,龙光峰景华庭 南向三房  望小区花园,黄埔区,3室2厅,28323
,,,,,,,,
广园云苑新村,64,153万,https://gz.lianjia.com/ershoufang/GZ0004051759.html,52.24平米,云苑新村 两房一厅 户型方正 居家适宜,白云区,2室1厅,29288
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
万科柏悦湾,16,431.2万,https://gz.lianjia.com/ershoufang/GZ0003805115.html,95.69平米,万科柏悦湾 精致三房 南向采光,荔湾区,3室2厅,45063
,,,,,,,,
草芳苑,16,180万,https://gz.lianjia.com/ershoufang/GZ0004215971.html,54.1平米,实用温馨单位 配套完善。,海珠区,2室1厅,33272
,,,,,,,,
琴海居,44,640万,https://gz.lianjia.com/ershoufang/GZ0003236418.html,106.89平米,琴海居 复式 北向望江 双阳台 户型方正,海珠区,3室2厅,59875
,,,,,,,,
新康花园康乐苑,102,168万,https://gz.lianjia.com/ershoufang/GZ0003910171.html,91.5平米,新康花园康乐苑 精装两房 南北对流,增城区,2室2厅,18361
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
保利春天里,20,300万,https://gz.lianjia.com/ershoufang/GZ0004048376.html,92平米,保利春天里 证过五年 带装修,白云区,3室2厅,32609
,,,,,,,,
祈福新村海晴居,16,190万,https://gz.lianjia.com/ershoufang/GZ0004150262.html,60.2平米,祈福新村 海晴居 位置好 楼龄好,番禺区,2室2厅,31562
,,,,,,,,
金影花园,458,225万,https://gz.lianjia.com/ershoufang/GZ0003307867.html,72.88平米,客村地铁 金影花园 南向大两房 户型方正,海珠区,2室1厅,30873
,,,,,,,,
广州海伦堡,43,195万,https://gz.lianjia.com/ershoufang/GZ0003396782.html,94.5平米,广州海伦堡东向精装三房看房随时方便,增城区,3室2厅,20635
,,,,,,,,
龙光峰景华庭,10,275万,https://gz.lianjia.com/ershoufang/GZ0004185368.html,91.38平米,龙光峰景华庭 东南向 中楼层 采光好,黄埔区,3室2厅,30095
,,,,,,,,
燕岭大厦宿舍,31,220万,https://gz.lianjia.com/ershoufang/GZ0004167980.html,68.28平米,天河区 燕塘地铁口 粤垦 舒适三房,天河区,3室2厅,32221
,,,,,,,,
金田花苑,73,580万,https://gz.lianjia.com/ershoufang/GZ0002649411.html,126.63平米,金田花苑 3室2厅 580万,天河区,3室2厅,45803
,,,,,,,,
锦绣香江花园紫荆园,53,365万,https://gz.lianjia.com/ershoufang/GZ0003293826.html,105平米,锦绣香江紫荆园 景观好 户型方正,番禺区,3室2厅,34762
,,,,,,,,
金碧领秀国际,6,300万,https://gz.lianjia.com/ershoufang/GZ0004075143.html,80.45平米,金碧领秀 实用两房 高层视野好,黄埔区,2室2厅,37291
,,,,,,,,
龙光峰景华庭,74,260万,https://gz.lianjia.com/ershoufang/GZ0003175963.html,91.8平米,龙光峰景华庭 南向三房  望小区花园,黄埔区,3室2厅,28323
,,,,,,,,
广园云苑新村,64,153万,https://gz.lianjia.com/ershoufang/GZ0004051759.html,52.24平米,云苑新村 两房一厅 户型方正 居家适宜,白云区,2室1厅,29288
,,,,,,,,
保利林语山庄6区,22,315万,https://gz.lianjia.com/ershoufang/GZ0004031427.html,88平米,林语山庄 南向2房 安静望花园,黄埔区,2室2厅,35796
,,,,,,,,
万科柏悦湾,16,431.2万,https://gz.lianjia.com/ershoufang/GZ0003805115.html,95.69平米,万科柏悦湾 精致三房 南向采光,荔湾区,3室2厅,45063
,,,,,,,,
草芳苑,16,180万,https://gz.lianjia.com/ershoufang/GZ0004215971.html,54.1平米,实用温馨单位 配套完善。,海珠区,2室1厅,33272
,,,,,,,,
琴海居,44,640万,https://gz.lianjia.com/ershoufang/GZ0003236418.html,106.89平米,琴海居 复式 北向望江 双阳台 户型方正,海珠区,3室2厅,59875
,,,,,,,,
新康花园康乐苑,102,168万,https://gz.lianjia.com/ershoufang/GZ0003910171.html,91.5平米,新康花园康乐苑 精装两房 南北对流,增城区,2室2厅,18361
,,,,,,,,
华南碧桂园翡翠苑,10,538万,https://gz.lianjia.com/ershoufang/GZ0002744705.html,155平米,华南碧桂园 交通便利 小区环境优雅,番禺区,5室2厅,34710
,,,,,,,,
泽德花园,33,168万,https://gz.lianjia.com/ershoufang/GZ0003965462.html,70平米,泽德花园 高层两房,白云区,2室2厅,24000
,,,,,,,,
彩虹花园彩虹楼,41,150万,https://gz.lianjia.com/ershoufang/GZ0004200617.html,62.7平米,彩虹花园 方正两房 生活出行方便,番禺区,2室1厅,23924
,,,,,,,,
嘉富广场东山一品,95,830万,https://gz.lianjia.com/ershoufang/GZ0002245485.html,109.95平米,东山一品 间隔方正 光线良好 楼新安静,越秀区,3室2厅,75489
,,,,,,,,
万科城市花园,25,283万,https://gz.lianjia.com/ershoufang/GZ0003969014.html,71.16平米,万科城市花园 精装电梯两房 地铁五号线,黄埔区,2室2厅,39770
,,,,,,,,
方圆月岛,314,1180万,https://gz.lianjia.com/ershoufang/GZ0002235949.html,132.5平米,南向 三房 全新装修 即买即住,天河区,3室2厅,89057
,,,,,,,,
汇侨新城南区,102,162万,https://gz.lianjia.com/ershoufang/GZ0003271807.html,55.61平米,汇侨新城 电梯两房,白云区,2室1厅,29132
,,,,,,,,
名雅苑,24,680万,https://gz.lianjia.com/ershoufang/GZ0003776016.html,125平米,名雅苑 实用三房 户型方正 南北通透,天河区,3室2厅,54400
,,,,,,,,
芳草园,83,840万,https://gz.lianjia.com/ershoufang/GZ0002839515.html,117.05平米,芳草园 精装三房 大型花园小区 安静,天河区,3室2厅,71765
,,,,,,,,
龙光峰景华庭,113,255万,https://gz.lianjia.com/ershoufang/GZ0003083403.html,89平米,龙光西向三房 采光好 户型实用,黄埔区,3室2厅,28652
,,,,,,,,
赛拉维,98,400万,https://gz.lianjia.com/ershoufang/GZ0002872539.html,75.59平米,赛拉维 南向方正两房 安静望花园,天河区,2室2厅,52918
,,,,,,,,
